generic_name,kind,severity,field,status,requires_user_approval,summary,sources,current_value,proposed_value
pregabalin,black_box_warning,high,fda_black_box_warning,incorrect,False,"The no-boxed-warning conclusion is supportable only with FDA/openFDA or FDA label sources. The current wording and source rely on DailyMed, which is not permissible for this field.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%22f280bbd8-2af2-444a-bd96-e409337ca6dd%22&limit=5; https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209501s005lbl.pdf,No FDA boxed warning identified in selected current DailyMed label.,No FDA boxed warning identified in selected current FDA/openFDA label.
pregabalin,proposed_row_update,medium,evidence_sources,proposed,False,Use named trusted sources that directly support row facts; remove non-trusted/nonspecific list sources for this audit policy and avoid DailyMed for boxed-warning verification.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/021446s030%2C022488s010lbl.pdf; https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%22f280bbd8-2af2-444a-bd96-e409337ca6dd%22&limit=5; https://www.ncbi.nlm.nih.gov/books/n/livertox/Pregabalin/; https://www.ncbi.nlm.nih.gov/books/NBK548365/table/Anticonvulsants.Tc/; https://www.ema.europa.eu/en/medicines/human/EPAR/lyrica; https://www.medicines.org.uk/emc/product/1757/smpc,NCBI LiverTox anticonvulsants table; Epilepsy Society ASM list; Epilepsy Foundation Australia ASM list; FDA/DailyMed labeling,FDA/accessdata labeling; FDA/openFDA labeling; FDA Drugs@FDA approval documents; PubMed RCT abstracts; ClinicalTrials.gov trial records; NCBI LiverTox pregabalin page and anticonvulsants table; EMA EPAR/eMC SmPC
pregabalin,proposed_row_update,medium,mechanism_source,proposed,False,Mechanism text is supported by FDA label text; DailyMed is unnecessary and not in the trusted-source list supplied for this audit.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/021446s030%2C022488s010lbl.pdf,FDA/DailyMed labeling,FDA/accessdata labeling
pregabalin,proposed_row_update,medium,fda_black_box_warning_source,proposed,False,"FDA boxed-warning verification must use FDA/openFDA, FDA labels, or Drugs@FDA; DailyMed is not permissible for this field.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%22f280bbd8-2af2-444a-bd96-e409337ca6dd%22&limit=5,"FDA/DailyMed SPL; status=no_boxed_warning_in_selected_label; setid=f280bbd8-2af2-444a-bd96-e409337ca6dd; published=Apr 15, 2026; title=LYRICA CR (PREGABALIN) TABLET, FILM COATED, EXTENDED RELEASE [VIATRIS SPECIALTY LLC]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f280bbd8-2af2-444a-bd96-e409337ca6dd",FDA/openFDA drug label API; status=no_boxed_warning_in_selected_fda_label; spl_set_id=f280bbd8-2af2-444a-bd96-e409337ca6dd; effective_time=20260312; title=Lyrica CR / PREGABALIN; api_url=https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%22f280bbd8-2af2-444a-bd96-e409337ca6dd%22&limit=5
pregabalin,proposed_row_update,critical,year_fda_cleared,proposed,True,"FDA label and original approval documentation support Initial U.S. Approval in 2004, not 2005.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/021446s030%2C022488s010lbl.pdf; https://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021446_Lyrica%20Capsules_approv.PDF,2005,2004
pregabalin,proposed_row_update,critical,adverse_symptoms_percentages,proposed,True,Use a single FDA-supported adverse-event stratum: all pregabalin-treated patients in controlled adult adjunctive partial-onset seizure trials.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/021446s030%2C022488s010lbl.pdf,"CNS: dizziness 29%, CNS: somnolence 22%, neurologic: ataxia 13%, ophthalmologic: blurred vision 6%, metabolic: weight gain 5%, peripheral: edema 6%","CNS: dizziness 32%, CNS: somnolence 22%, neurologic: ataxia 15%, ophthalmologic: blurred vision 10%, metabolic: weight gain 12%, peripheral: edema 5%"
pregabalin,proposed_row_update,critical,filter_enzyme_effect,proposed,True,Pregabalin is not a CYP enzyme inducer in FDA labeling.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/021446s030%2C022488s010lbl.pdf,Inducer; No major enzyme effect,No major enzyme effect
pregabalin,proposed_row_update,critical,qt_interval_effect,proposed,True,eMC SmPC lists QT prolongation as a rare cardiac adverse reaction.,https://www.medicines.org.uk/emc/product/1757/smpc,No clinically meaningful QT effect established,Rare QT prolongation reported in SmPC; no quantified clinically meaningful QTc effect established from FDA labeling reviewed.
pregabalin,proposed_row_update,critical,filter_qt_effect,proposed,True,The existing filter is too absolute in light of SmPC-listed rare QT prolongation.,https://www.medicines.org.uk/emc/product/1757/smpc,No known meaningful QT effect,QT prolongation reported/rare
pregabalin,proposed_row_update,medium,trade_names,proposed,False,Adds verified pregabalin brand/formulation names and avoids treating aliases as separate drugs. Do not add PREGABALIN as a trade name.,https://www.medicines.org.uk/emc/product/1757/smpc; https://www.ema.europa.eu/en/medicines/human/EPAR/lyrica; https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209501s005lbl.pdf; https://www.medicines.org.uk/emc/product/100373/smpc,Alzain; Lyrica,Alzain; Lyrica; Lyrica CR; Misabri PR
pregabalin,proposed_row_update,medium,fda_black_box_warning,proposed,False,DailyMed is not permissible for boxed-warning verification; use FDA/openFDA wording.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%22f280bbd8-2af2-444a-bd96-e409337ca6dd%22&limit=5,No FDA boxed warning identified in selected current DailyMed label.,No FDA boxed warning identified in selected current FDA/openFDA label.
pregabalin,proposed_row_update,medium,fda_black_box_warning_source,proposed,False,Replaces the nonpermissible DailyMed boxed-warning source with FDA/openFDA metadata.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%22f280bbd8-2af2-444a-bd96-e409337ca6dd%22&limit=5,"FDA/DailyMed SPL; status=no_boxed_warning_in_selected_label; setid=f280bbd8-2af2-444a-bd96-e409337ca6dd; published=Apr 15, 2026; title=LYRICA CR (PREGABALIN) TABLET, FILM COATED, EXTENDED RELEASE [VIATRIS SPECIALTY LLC]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f280bbd8-2af2-444a-bd96-e409337ca6dd",FDA/openFDA drug label API; status=no_boxed_warning_in_selected_fda_label; spl_set_id=f280bbd8-2af2-444a-bd96-e409337ca6dd; effective_time=20260312; title=Lyrica CR / PREGABALIN; api_url=https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%22f280bbd8-2af2-444a-bd96-e409337ca6dd%22&limit=5
pregabalin,proposed_row_update,medium,mechanism_source,proposed,False,The mechanism is supported by FDA label text; cite FDA/accessdata rather than DailyMed under the row's trusted-source policy.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/021446s030%2C022488s010lbl.pdf,FDA/DailyMed labeling,FDA/accessdata labeling
pregabalin,proposed_row_update,medium,evidence_sources,proposed,False,"Current row sources include non-trusted or nonspecific sources for this audit policy, and DailyMed should not be used for the FDA boxed-warning field.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/021446s030%2C022488s010lbl.pdf; https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%22f280bbd8-2af2-444a-bd96-e409337ca6dd%22&limit=5; https://www.ncbi.nlm.nih.gov/books/n/livertox/Pregabalin/; https://www.ncbi.nlm.nih.gov/books/NBK548365/table/Anticonvulsants.Tc/; https://www.ema.europa.eu/en/medicines/human/EPAR/lyrica; https://www.medicines.org.uk/emc/product/1757/smpc,NCBI LiverTox anticonvulsants table; Epilepsy Society ASM list; Epilepsy Foundation Australia ASM list; FDA/DailyMed labeling,FDA/accessdata labeling; FDA/openFDA labeling; FDA Drugs@FDA approval documents; PubMed RCT abstracts; ClinicalTrials.gov trial records; NCBI LiverTox pregabalin page and anticonvulsants table; EMA EPAR/eMC SmPC
pregabalin,proposed_row_update,critical,pubmed_phase_ii_iii_rct_links,proposed,True,"French2014 is a historical-controlled monotherapy trial and does not have a concurrent placebo arm, so it should not be retained in a placebo-controlled RCT link field.",https://pubmed.ncbi.nlm.nih.gov/24415567/,Driscoll2021|https://pubmed.ncbi.nlm.nih.gov/34033265/; Mann2020|https://pubmed.ncbi.nlm.nih.gov/32189338/; Antinew2019|https://pubmed.ncbi.nlm.nih.gov/30688135/; French2014b|https://pubmed.ncbi.nlm.nih.gov/24962242/; French2014|https://pubmed.ncbi.nlm.nih.gov/24415567/; Baulac2010|https://pubmed.ncbi.nlm.nih.gov/20696552/; Lee2009|https://pubmed.ncbi.nlm.nih.gov/19222545/; Elger2005|https://pubmed.ncbi.nlm.nih.gov/16393158/; Beydoun2005|https://pubmed.ncbi.nlm.nih.gov/15699378/; Arroyo2004|https://pubmed.ncbi.nlm.nih.gov/14692903/; French2003|https://pubmed.ncbi.nlm.nih.gov/12771254/,Driscoll2021|https://pubmed.ncbi.nlm.nih.gov/34033265/; Mann2020|https://pubmed.ncbi.nlm.nih.gov/32189338/; Antinew2019|https://pubmed.ncbi.nlm.nih.gov/30688135/; French2014b|https://pubmed.ncbi.nlm.nih.gov/24962242/; Baulac2010|https://pubmed.ncbi.nlm.nih.gov/20696552/; Lee2009|https://pubmed.ncbi.nlm.nih.gov/19222545/; Elger2005|https://pubmed.ncbi.nlm.nih.gov/16393158/; Beydoun2005|https://pubmed.ncbi.nlm.nih.gov/15699378/; Arroyo2004|https://pubmed.ncbi.nlm.nih.gov/14692903/; French2003|https://pubmed.ncbi.nlm.nih.gov/12771254/
pregabalin,proposed_row_update,critical,diff_median_pct_change_maximum_effective_dose,proposed,True,Mann2020's endpoint is not a median percent-change differential.,https://pubmed.ncbi.nlm.nih.gov/32189338/,19.9-54 % (drug minus placebo MPC differential at maximum effective dose/regimen: Mann2020 pregabalin 14 mg/kg/day 35%; Antinew2019 pregabalin 10 mg/kg/day or 14 mg/kg/day if <30 kg 19.9%; Baulac2010 pregabalin up to 600 mg/day 20%; Elger2005 pregabalin 600 mg/day BID fixed dose 38.7%; Beydoun2005 pregabalin 600 mg/day TID 54%; Arroyo2004 pregabalin 600 mg/day TID 49.6%; French2003 pregabalin 600 mg/day BID 47%),"19.9-54 % (drug minus placebo MPC differential at maximum effective dose/regimen: Antinew2019 pregabalin 10 mg/kg/day or 14 mg/kg/day if <30 kg 19.9%; Baulac2010 pregabalin up to 600 mg/day 20%; Elger2005 pregabalin 600 mg/day BID fixed dose 38.7%; Beydoun2005 pregabalin 600 mg/day TID 54%; Arroyo2004 pregabalin 600 mg/day TID 49.6%; French2003 pregabalin 600 mg/day BID 47%). Note: Mann2020 reported a 35% placebo-relative reduction in log-transformed video-EEG seizure rate, not an MPC differential."
pregabalin,proposed_row_update,critical,plot_diff_median_pct_change_maximum_effective_dose,proposed,True,Remove Mann2020 from the median percent-change plot because its 35% value is a different endpoint type.,https://pubmed.ncbi.nlm.nih.gov/32189338/,Mann2020|35|https://pubmed.ncbi.nlm.nih.gov/32189338/|175; Antinew2019|19.9|https://pubmed.ncbi.nlm.nih.gov/30688135/|295; Baulac2010|20|https://pubmed.ncbi.nlm.nih.gov/20696552/|434; Elger2005|38.7|https://pubmed.ncbi.nlm.nih.gov/16393158/|341; Beydoun2005|54|https://pubmed.ncbi.nlm.nih.gov/15699378/|312; Arroyo2004|49.6|https://pubmed.ncbi.nlm.nih.gov/14692903/|287; French2003|47|https://pubmed.ncbi.nlm.nih.gov/12771254/|453,Antinew2019|19.9|https://pubmed.ncbi.nlm.nih.gov/30688135/|295; Baulac2010|20|https://pubmed.ncbi.nlm.nih.gov/20696552/|434; Elger2005|38.7|https://pubmed.ncbi.nlm.nih.gov/16393158/|341; Beydoun2005|54|https://pubmed.ncbi.nlm.nih.gov/15699378/|312; Arroyo2004|49.6|https://pubmed.ncbi.nlm.nih.gov/14692903/|287; French2003|47|https://pubmed.ncbi.nlm.nih.gov/12771254/|453
primidone,fact_check,high,adverse_symptoms_percentages,incorrect,False,"The adverse reaction list is supported by the FDA label, but the '0%' wording is not supported and could be misread as an incidence value.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/009170Orig1s040lbl.pdf,"N/A 0%: FDA label lists ataxia, vertigo, nausea, anorexia, vomiting, fatigue, hyperirritability, emotional disturbances, sexual impotency, diplopia, nystagmus, drowsiness, skin eruptions, granulocytopenia, agranulocytosis, red-cell hypoplasia/aplasia, and megaloblastic anemia without quantified incidence percentages.","N/A: FDA label lists ataxia, vertigo, nausea, anorexia, vomiting, fatigue, hyperirritability, emotional disturbances, sexual impotency, diplopia, nystagmus, drowsiness, morbilliform skin eruptions, granulocytopenia, agranulocytosis, red-cell hypoplasia/aplasia, and megaloblastic anemia without quantified incidence percentages."
primidone,fact_check,high,trade_names,missing,False,"Mysoline and Primidone/generic product names are supported by FDA sources. NCBI LiverTox also lists Myidone, Sertan, and Apo-Primidone as brand names, so the current alias list is incomplete.",https://www.fda.gov/media/71494/download?attachment=; https://www.ncbi.nlm.nih.gov/books/NBK548512/,Mysoline; Primidone,Mysoline; Myidone; Sertan; Apo-Primidone; Primidone (generic product name)
primidone,fact_check,high,pubmed_search_aliases,missing,False,Mysoline is supported; additional brand aliases listed by NCBI should be included to avoid duplicate-name misses in literature searches.,https://www.ncbi.nlm.nih.gov/books/NBK548512/,Mysoline,Mysoline; Myidone; Sertan; Apo-Primidone
primidone,fact_check,high,half_life_range,incorrect,False,"The FDA label may omit half-life, but trusted NCBI StatPearls provides a primidone half-life of approximately 10-15 hours.",https://www.ncbi.nlm.nih.gov/books/NBK562297/,N/A - selected FDA/DailyMed label does not provide a half-life value.,10-15 hours for primidone; may increase in patients older than 75 years.
primidone,fact_check,critical,major_organ_for_metabolism,incorrect,True,NCBI LiverTox states primidone is extensively metabolized by the liver; StatPearls identifies phenobarbital and PEMA formation and unchanged urinary excretion.,https://www.ncbi.nlm.nih.gov/books/NBK548512/; https://www.ncbi.nlm.nih.gov/books/NBK562297/,N/A - selected FDA/DailyMed label does not identify a major metabolic organ; label identifies phenobarbital and PEMA metabolites.,"Liver; primidone is extensively metabolized by the liver to phenobarbital and PEMA, with substantial unchanged urinary excretion."
primidone,fact_check,critical,enzyme_inducing_or_inhibiting,incorrect,True,The source-limited FDA-label statement misses a clinically meaningful enzyme-induction fact supported by NCBI sources.,https://www.ncbi.nlm.nih.gov/books/NBK548512/; https://www.ncbi.nlm.nih.gov/books/NBK562297/,N/A - selected FDA label does not define clinically meaningful enzyme induction or inhibition.,Enzyme inducer: NCBI LiverTox states primidone can induce CYP450 enzyme activities; StatPearls notes hepatic metabolism and phenobarbital-related induction of UGT/CYP2C/CYP3A pathways.
primidone,fact_check,critical,filter_enzyme_effect,incorrect,True,"NCBI sources support clinically meaningful enzyme induction, so the filter should not remain unknown/limited.",https://www.ncbi.nlm.nih.gov/books/NBK548512/; https://www.ncbi.nlm.nih.gov/books/NBK562297/,Unknown/limited,Enzyme inducer
primidone,fact_check,critical,filter_metabolism,incorrect,True,NCBI sources identify liver metabolism and unchanged urinary excretion.,https://www.ncbi.nlm.nih.gov/books/NBK548512/; https://www.ncbi.nlm.nih.gov/books/NBK562297/,Limited/unknown,Hepatic; renal excretion of unchanged drug
primidone,proposed_row_update,medium,fda_black_box_warning_source,proposed,False,DailyMed is not permissible for FDA boxed-warning verification; accessdata FDA label is permissible.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/009170Orig1s040lbl.pdf,"FDA/DailyMed SPL; status=no_boxed_warning_in_selected_label; setid=af593171-dabb-4ea3-b44c-89ed457b2c46; published=Aug 12, 2020; title=MYSOLINE (PRIMIDONE) TABLET [BAUSCH HEALTH US, LLC]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=af593171-dabb-4ea3-b44c-89ed457b2c46",FDA-approved label (Drugs@FDA/accessdata); status=no_boxed_warning_identified_in_fda_label; NDA=009170/S-040; label=2020/009170Orig1s040lbl.pdf; checked=2026-05-21; url=https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/009170Orig1s040lbl.pdf
primidone,proposed_row_update,medium,evidence_sources,proposed,False,"DailyMed is outside the provided trusted-source list, and NCBI/PubMed sources are needed for half-life, metabolism, enzyme effects, aliases, and RCT absence checks.",https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files; https://www.fda.gov/media/71494/download?attachment=; https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/009170Orig1s040lbl.pdf; https://www.ncbi.nlm.nih.gov/books/NBK562297/; https://www.ncbi.nlm.nih.gov/books/NBK548512/; https://pubmed.ncbi.nlm.nih.gov/?term=primidone+placebo+controlled+randomized+epilepsy,FDA Orange Book products file; FDA/DailyMed labeling,"FDA Orange Book / March 2026 Approved Drug Product List; FDA-approved Mysoline label (Drugs@FDA/accessdata, NDA 009170/S-040); NCBI Bookshelf StatPearls Primidone; NCBI LiverTox Primidone; PubMed search/audit for primidone epilepsy RCTs"
primidone,proposed_row_update,medium,mechanism_source,proposed,False,"Mechanism text is supported by FDA labeling, but the named source should point to an FDA/accessdata label rather than DailyMed.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/009170Orig1s040lbl.pdf,FDA/DailyMed labeling,"FDA-approved Mysoline label (Drugs@FDA/accessdata, NDA 009170/S-040)"
primidone,proposed_row_update,medium,adverse_symptoms_percentages,proposed,False,Remove unsupported '0%' wording while retaining FDA-label adverse reaction facts.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/009170Orig1s040lbl.pdf,"N/A 0%: FDA label lists ataxia, vertigo, nausea, anorexia, vomiting, fatigue, hyperirritability, emotional disturbances, sexual impotency, diplopia, nystagmus, drowsiness, skin eruptions, granulocytopenia, agranulocytosis, red-cell hypoplasia/aplasia, and megaloblastic anemia without quantified incidence percentages.","N/A: FDA label lists ataxia, vertigo, nausea, anorexia, vomiting, fatigue, hyperirritability, emotional disturbances, sexual impotency, diplopia, nystagmus, drowsiness, morbilliform skin eruptions, granulocytopenia, agranulocytosis, red-cell hypoplasia/aplasia, and megaloblastic anemia without quantified incidence percentages."
primidone,proposed_row_update,medium,half_life_range,proposed,False,Trusted NCBI source provides a half-life value.,https://www.ncbi.nlm.nih.gov/books/NBK562297/,N/A - selected FDA/DailyMed label does not provide a half-life value.,10-15 hours for primidone; may increase in patients older than 75 years.
primidone,proposed_row_update,critical,major_organ_for_metabolism,proposed,True,Trusted NCBI sources contradict the limited/unknown metabolism wording.,https://www.ncbi.nlm.nih.gov/books/NBK548512/; https://www.ncbi.nlm.nih.gov/books/NBK562297/,N/A - selected FDA/DailyMed label does not identify a major metabolic organ; label identifies phenobarbital and PEMA metabolites.,"Liver; primidone is extensively metabolized by the liver to phenobarbital and PEMA, with substantial unchanged urinary excretion."
primidone,proposed_row_update,critical,enzyme_inducing_or_inhibiting,proposed,True,Trusted NCBI sources support enzyme induction.,https://www.ncbi.nlm.nih.gov/books/NBK548512/; https://www.ncbi.nlm.nih.gov/books/NBK562297/,N/A - selected FDA label does not define clinically meaningful enzyme induction or inhibition.,Enzyme inducer: NCBI LiverTox states primidone can induce CYP450 enzyme activities; StatPearls notes hepatic metabolism and phenobarbital-related induction of UGT/CYP2C/CYP3A pathways.
primidone,proposed_row_update,critical,filter_enzyme_effect,proposed,True,Align filter with NCBI-supported induction evidence.,https://www.ncbi.nlm.nih.gov/books/NBK548512/; https://www.ncbi.nlm.nih.gov/books/NBK562297/,Unknown/limited,Enzyme inducer
primidone,proposed_row_update,critical,filter_metabolism,proposed,True,Align filter with NCBI-supported metabolism and excretion evidence.,https://www.ncbi.nlm.nih.gov/books/NBK548512/; https://www.ncbi.nlm.nih.gov/books/NBK562297/,Limited/unknown,Hepatic; renal excretion of unchanged drug
primidone,proposed_row_update,medium,trade_names,proposed,False,Add NCBI-listed brand aliases and clarify Primidone as generic product name.,https://www.fda.gov/media/71494/download?attachment=; https://www.ncbi.nlm.nih.gov/books/NBK548512/,Mysoline; Primidone,Mysoline; Myidone; Sertan; Apo-Primidone; Primidone (generic product name)
primidone,proposed_row_update,medium,pubmed_search_aliases,proposed,False,Add source-supported aliases for literature search coverage.,https://www.ncbi.nlm.nih.gov/books/NBK548512/,Mysoline,Mysoline; Myidone; Sertan; Apo-Primidone
primidone,proposed_row_update,medium,fda_black_box_warning,proposed,False,"Fact is confirmed, but wording should cite FDA/accessdata rather than DailyMed.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/009170Orig1s040lbl.pdf,No FDA boxed warning identified in selected current DailyMed label.,No FDA boxed warning identified in FDA-approved Mysoline (primidone) label (NDA 009170/S-040).
primidone,proposed_row_update,medium,fda_black_box_warning_verified,proposed,False,Refresh date to the FDA-source verification date for this audit.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/009170Orig1s040lbl.pdf,05-20-2026,05-21-2026
progabide,fact_check,high,alternate_generic_names,missing,False,Important aliases/development codes are missing. NLM MeSH lists SL 76002 as an entry term; PubChem lists Halogabide and related SL code variants.,https://meshb.nlm.nih.gov/record/ui?ui=C017985; https://pubchem.ncbi.nlm.nih.gov/compound/44115,,halogabide; SL 76002; SL-76002; SL-76.002
progabide,fact_check,high,trade_names,missing,False,"Gabrene is verified. PubChem also lists Gabren as a synonym; if the CSV treats brand/trade synonyms broadly, add Gabren to prevent duplicate-row creation under that alias.",https://meshb.nlm.nih.gov/record/ui?ui=C017985; https://pubchem.ncbi.nlm.nih.gov/compound/44115,Gabrene,Gabrene; Gabren
progabide,fact_check,high,pubmed_search_aliases,missing,False,Search aliases should include trade names and development-code aliases seen in NLM MeSH/PubChem so the same drug is not missed or duplicated.,https://meshb.nlm.nih.gov/record/ui?ui=C017985; https://pubchem.ncbi.nlm.nih.gov/compound/44115,,Gabrene; Gabren; halogabide; SL 76002; SL-76002; SL-76.002
progabide,fact_check,medium,available_in_us,missing_source,True,"No current FDA/openFDA label was identified, supporting non-US availability. The exact French authorization/revocation statement is plausible from the row bundle but lacks an allowed-domain source in this audit.",https://open.fda.gov/apis/drug/label/; https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-database,No - formerly authorized in France; authorization revoked/withdrawn,No - not FDA-approved/currently marketed in the US; historical French authorization/revocation requires ANSM source verification if retained.
progabide,fact_check,medium,year_fda_cleared,missing_source,True,The FDA portion is supported by no FDA/openFDA label. The exact French dates are not verifiable from the allowed source domains supplied for this audit.,https://open.fda.gov/apis/drug/label/; https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-database,"Not FDA-cleared; ANSM France authorization 19/04/1984, revoked 21/07/2014",Not FDA-cleared/approved; retain the French authorization/revocation dates only with the cited ANSM/public medicines-directory source.
progabide,fact_check,high,adverse_symptoms_percentages,incorrect,False,"The Martinez-Lage RCT reports adverse-event counts during treatment periods, so '0% usable quantified current data' is misleading if read as no RCT safety counts. However, these data are small historical crossover counts, not current FDA-label percentages.",https://pubmed.ncbi.nlm.nih.gov/6383790/; https://pubmed.ncbi.nlm.nih.gov/6403342/; https://pubmed.ncbi.nlm.nih.gov/3098923/,Evidence availability: no reliable FDA/RCT symptom percentages found (0% usable quantified current data located),"Evidence availability: limited historical RCT adverse-event counts exist, but no current FDA-label or harmonized placebo-adjusted symptom-percentage table was identified."
progabide,fact_check,high,evidence_sources,incorrect,False,DailyMed should not be cited for FDA boxed-warning verification. The row also uses PubMed RCT evidence and should name it. Exact ANSM date facts remain source-limited under this audit's allowed-domain list.,https://open.fda.gov/apis/drug/label/; https://pubmed.ncbi.nlm.nih.gov/6121050/; https://pubmed.ncbi.nlm.nih.gov/6383790/; https://pubmed.ncbi.nlm.nih.gov/6357772/; https://pubmed.ncbi.nlm.nih.gov/6403342/,NCBI PubChem pharmacology records; FDA/DailyMed labeling; ANSM French medicines directory,NCBI/PubMed and NCBI PubChem pharmacology records; FDA/openFDA labeling; PubMed placebo-controlled trial reports; ANSM French medicines directory for French authorization facts only if an allowed source URL is retained.
progabide,fact_check,high,fda_black_box_warning,incorrect,False,DailyMed wording violates the audit rule for boxed warnings. Use FDA/openFDA only.,https://open.fda.gov/apis/drug/label/; https://api.fda.gov/drug/label.json?search=progabide&limit=1; https://api.fda.gov/drug/label.json?search=Gabrene&limit=1,No current FDA/DailyMed label identified.,No current FDA/openFDA label identified.
progabide,fact_check,high,fda_black_box_warning_source,incorrect,False,Source wording should use FDA/openFDA and include key aliases. DailyMed is not permissible for this field.,https://open.fda.gov/apis/drug/label/; https://api.fda.gov/drug/label.json?search=progabide&limit=1; https://api.fda.gov/drug/label.json?search=Gabrene&limit=1,FDA/DailyMed search on 05-20-2026: no current label found for terms [progabide; Gabrene].,FDA/openFDA label API search on 05-20-2026: no current FDA label found for terms [progabide; Gabrene; Gabren; SL 76002].
progabide,fact_check,medium,status_or_notes,missing_source,True,"GABA-ergic mechanism and Gabrene alias are supported. The French authorization/revocation statement needs the specific ANSM source, which is outside the allowed-domain list supplied for this audit.",https://pubmed.ncbi.nlm.nih.gov/6121050/; https://meshb.nlm.nih.gov/record/ui?ui=C017985,Former French-authorized GABA-ergic anticonvulsant (Gabrene); ANSM authorization later revoked/withdrawn.,Former French-authorized GABA-ergic anticonvulsant (Gabrene); ANSM authorization later revoked/withdrawn. Exact French authorization details require the ANSM/public medicines-directory source URL.
progabide,outcome_check,info,plot_diff_50_responder_maximum_effective_dose,not_applicable,False,Blank plotting field is consistent with NR/not-extractable RR50 differential.,https://pubmed.ncbi.nlm.nih.gov/6383790/; https://pubmed.ncbi.nlm.nih.gov/6357772/; https://pubmed.ncbi.nlm.nih.gov/6403342/,,
progabide,outcome_check,info,plot_diff_median_pct_change_maximum_effective_dose,not_applicable,False,Blank plotting field is consistent with NR/not-extractable MPC differential.,https://pubmed.ncbi.nlm.nih.gov/6383790/; https://pubmed.ncbi.nlm.nih.gov/6357772/; https://pubmed.ncbi.nlm.nih.gov/6403342/,,
progabide,outcome_check,info,plot_diff_seizure_freedom_maximum_effective_dose,not_applicable,False,Blank plotting field is consistent with NR/not-extractable seizure-freedom differential.,https://pubmed.ncbi.nlm.nih.gov/6383790/; https://pubmed.ncbi.nlm.nih.gov/6357772/; https://pubmed.ncbi.nlm.nih.gov/6403342/,,
progabide,black_box_warning,high,fda_black_box_warning,incorrect,False,"The substantive finding of no current FDA label is consistent with the FDA/openFDA no-label result supplied in the row bundle, but DailyMed is not permissible for boxed-warning verification. Use FDA/openFDA wording only.",https://open.fda.gov/apis/drug/label/; https://api.fda.gov/drug/label.json?search=progabide&limit=1; https://api.fda.gov/drug/label.json?search=Gabrene&limit=1; https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-database,No current FDA/DailyMed label identified.,No current FDA/openFDA label identified.
progabide,proposed_row_update,medium,fda_black_box_warning_source,proposed,False,DailyMed is not an allowed source for boxed-warning verification; FDA/openFDA is allowed.,https://open.fda.gov/apis/drug/label/; https://api.fda.gov/drug/label.json?search=progabide&limit=1; https://api.fda.gov/drug/label.json?search=Gabrene&limit=1,FDA/DailyMed search on 05-20-2026: no current label found for terms [progabide; Gabrene].,FDA/openFDA label API search on 05-20-2026: no current FDA label found for terms [progabide; Gabrene; Gabren; SL 76002].
progabide,proposed_row_update,medium,evidence_sources,proposed,False,Correct FDA source wording and add PubMed RCT/outcome support. French authorization facts still need a specific acceptable source decision.,https://open.fda.gov/apis/drug/label/; https://pubmed.ncbi.nlm.nih.gov/6121050/; https://pubmed.ncbi.nlm.nih.gov/6383790/; https://pubmed.ncbi.nlm.nih.gov/6357772/; https://pubmed.ncbi.nlm.nih.gov/6403342/,NCBI PubChem pharmacology records; FDA/DailyMed labeling; ANSM French medicines directory,NCBI/PubMed and NCBI PubChem pharmacology records; FDA/openFDA labeling; PubMed placebo-controlled trial reports; ANSM French medicines directory for French authorization facts only if an allowed source URL is retained.
